title,venue,year,author,comment,url,code
Hierarchical Over-the-Air FedGradNorm,arXiv,2212,"Cemil Vahapoglu, Matin Mortaheb, Sennur Ulukus",,https://arxiv.org/abs/2212.07414,
HierarchyFL: Heterogeneous Federated Learning via Hierarchical Self-Distillation,arXiv,2212,"Jun Xia, Yi Zhang, Zhihao Yue, Ming Hu, Xian Wei, Mingsong Chen",,https://arxiv.org/abs/2212.02006,
Hijack Vertical Federated Learning Models As One Party,arXiv,2212,"Pengyu Qiu, Xuhong Zhang, Shouling Ji, Changjiang Li, Yuwen Pu, Xing Yang, Ting Wang",https://doi.ieeecomputersociety.org/10.1109/TDSC.2024.3358081,https://arxiv.org/abs/2212.00322,
Knowledge Transfer and Reuse: A Case Study of AI-enabled Resource Management in RAN Slicing,arXiv,2212,"Hao Zhou, Melike Erol-Kantarci, Vincent Poor",This work has been accepted by IEEE Wireless Communications Magazine. All rights belong to IEEE,https://arxiv.org/abs/2212.09172,
"Knowledge-Guided Data-Centric AI in Healthcare: Progress, Shortcomings, and Future Directions",arXiv,2212,Edward Y. Chang,"21 pages, 13 figures, 4 tables. arXiv admin note: text overlap with arXiv:1707.09873",https://arxiv.org/abs/2212.13591,
LOCKS: User Differentially Private and Federated Optimal Client Sampling,arXiv,2212,Ajinkya K Mulay,,https://arxiv.org/abs/2212.13071,
MOB-FL: Mobility-Aware Federated Learning for Intelligent Connected Vehicles,arXiv,2212,"Bowen Xie, Yuxuan Sun, Sheng Zhou, Zhisheng Niu, Yang Xu, Jingran Chen, Deniz Gündüz",,https://arxiv.org/abs/2212.03519,
Mobile Augmented Reality with Federated Learning in the Metaverse,arXiv,2212,"Xinyu Zhou, Jun Zhao",,https://arxiv.org/abs/2212.08324,
Model Segmentation for Storage Efficient Private Federated Learning with Top $r$ Sparsification,arXiv,2212,"Sajani Vithana, Sennur Ulukus",arXiv admin note: text overlap with arXiv:2212.09704,https://arxiv.org/abs/2212.11947,
Modeling Global Distribution for Federated Learning with Label Distribution Skew,arXiv,2212,"Tao Sheng, Chengchao Shen, Yuan Liu, Yeyu Ou, Zhe Qu, Jianxin Wang",,https://arxiv.org/abs/2212.08883,\url{https://github.com/Sheng-T/FedMGD}.
ModularFed: Leveraging Modularity in Federated Learning Frameworks,arXiv,2212,"Mohamad Arafeh, Hadi Otrok, Hakima Ould-Slimane, Azzam Mourad, Chamseddine Talhi, Ernesto Damiani",,https://arxiv.org/abs/2212.10427,
Multi-Layer Personalized Federated Learning for Mitigating Biases in Student Predictive Analytics,arXiv,2212,"Yun-Wei Chu, Seyyedali Hosseinalipour, Elizabeth Tenorio, Laura Cruz, Kerrie Douglas, Andrew Lan, Christopher Brinton",arXiv admin note: substantial text overlap with arXiv:2208.01182,https://arxiv.org/abs/2212.02985,
Olive Branch Learning: A Topology-Aware Federated Learning Framework for Space-Air-Ground Integrated Network,arXiv,2212,"Qingze Fang, Zhiwei Zhai, Shuai Yu, Qiong Wu, Xiaowen Gong, Xu Chen","accepted by IEEE Transactions on Wireless Communications, Dec. 2022",https://arxiv.org/abs/2212.01215,
On Noisy Evaluation in Federated Hyperparameter Tuning,arXiv,2212,"Kevin Kuo, Pratiksha Thaker, Mikhail Khodak, John Nguyen, Daniel Jiang, Ameet Talwalkar, Virginia Smith","v1: 19 pages, 15 figures, submitted to MLSys2023; v2: Fixed citation formatting; v3: Fixed typo, update acks v4: MLSys2023 camera-ready",https://arxiv.org/abs/2212.08930,
On the Energy and Communication Efficiency Tradeoffs in Federated and Multi-Task Learning,arXiv,2212,"Stefano Savazzi, Vittorio Rampa, Sanaz Kianoush, Mehdi Bennis","Proceedings of IEEE International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC), 2022",https://arxiv.org/abs/2212.01049,
On the effectiveness of partial variance reduction in federated learning with heterogeneous data,arXiv,2212,"Bo Li, Mikkel N. Schmidt, Tommy S. Alstrøm, Sebastian U. Stich",Accepted to CVPR 2023,https://arxiv.org/abs/2212.02191,
Ontomathedu Ontology Enrichment Method,arXiv,2212,"O. A. Nevzorova, K. S. Nikolaev",,https://arxiv.org/abs/2212.00368,
Over-The-Air Federated Learning Over Scalable Cell-free Massive MIMO,arXiv,2212,"Houssem Sifaou, Geoffrey Ye Li",Accepted at IEEE Transactions on Wireless Communications,https://arxiv.org/abs/2212.06482,
Over-the-Air Federated Learning with Enhanced Privacy,arXiv,2212,"Xiaochan Xue, Moh Khalid Hasan, Shucheng Yu, Laxima Niure Kandel, Min Song",6 pages,https://arxiv.org/abs/2212.11486,
PGFed: Personalize Each Client's Global Objective for Federated Learning,arXiv,2212,"Jun Luo, Matias Mendieta, Chen Chen, Shandong Wu",ICCV 2023 oral,https://arxiv.org/abs/2212.01448,https://github.com/ljaiverson/pgfed.
Partial Disentanglement with Partially-Federated GANs (PaDPaF),arXiv,2212,"Abdulla Jasem Almansoori, Samuel Horváth, Martin Takáč","20 pages, 17 figures",https://arxiv.org/abs/2212.03836,
Personalized Decentralized Multi-Task Learning Over Dynamic Communication Graphs,arXiv,2212,"Matin Mortaheb, Sennur Ulukus",,https://arxiv.org/abs/2212.11268,
Personalized Federated Recommender Systems with Private and Partially Federated AutoEncoders,arXiv,2212,"Qi Le, Enmao Diao, Xinran Wang, Ali Anwar, Vahid Tarokh, Jie Ding",,https://arxiv.org/abs/2212.08779,
Plankton-FL: Exploration of Federated Learning for Privacy-Preserving Training of Deep Neural Networks for Phytoplankton Classification,arXiv,2212,"Daniel Zhang, Vikram Voleti, Alexander Wong, Jason Deglint",,https://arxiv.org/abs/2212.08990,
Proof of Swarm Based Ensemble Learning for Federated Learning Applications,arXiv,2212,"Ali Raza, Kim Phuc Tran, Ludovic Koehl, Shujun Li",This is the full edition of a 4-page poster paper published at the Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing (SAC '23) which can be accessed via the following DOI link: https://doi.org/10.1145/3555776.3578601,https://arxiv.org/abs/2212.14050,
Quantum Federated Learning for Distributed Quantum Networks,arXiv,2212,"Kai Yu, Fei Gao, Song Lin",,https://arxiv.org/abs/2212.12913,
Quantum Federated Learning with Entanglement Controlled Circuits and Superposition Coding,arXiv,2212,"Won Joon Yun, Jae Pyoung Kim, Hankyul Baek, Soyi Jung, Jihong Park, Mehdi Bennis, Joongheon Kim",,https://arxiv.org/abs/2212.01732,
Rate-Privacy-Storage Tradeoff in Federated Learning with Top $r$ Sparsification,arXiv,2212,"Sajani Vithana, Sennur Ulukus",,https://arxiv.org/abs/2212.09704,
"Reconstructing Training Data from Model Gradient, Provably",arXiv,2212,"Zihan Wang, Jason D. Lee, Qi Lei",,https://arxiv.org/abs/2212.03714,
Refiner: Data Refining against Gradient Leakage Attacks in Federated Learning,arXiv,2212,"Mingyuan Fan, Cen Chen, Chengyu Wang, Xiaodan Li, Wenmeng Zhou, Jun Huang",under review,https://arxiv.org/abs/2212.02042,
ResFed: Communication Efficient Federated Learning by Transmitting Deep Compressed Residuals,arXiv,2212,"Rui Song, Liguo Zhou, Lingjuan Lyu, Andreas Festag, Alois Knoll",,https://arxiv.org/abs/2212.05602,
Reward Function Optimization of a Deep Reinforcement Learning Collision Avoidance System,arXiv,2212,"Cooper Cone, Michael Owen, Luis Alvarez, Marc Brittain",,https://arxiv.org/abs/2212.00855,
Robust Learning Protocol for Federated Tumor Segmentation Challenge,arXiv,2212,"Ambrish Rawat, Giulio Zizzo, Swanand Kadhe, Jonathan P. Epperlein, Stefano Braghin","14 pages, 2 figures, 3 tables",https://arxiv.org/abs/2212.08290,
Robust Split Federated Learning for U-shaped Medical Image Networks,arXiv,2212,"Ziyuan Yang, Yingyu Chen, Huijie Huangfu, Maosong Ran, Hui Wang, Xiaoxiao Li, Yi Zhang","11 pages, 5 figures",https://arxiv.org/abs/2212.06378,https://github.com/Zi-YuanYang/RoS-FL.
Scheduling and Aggregation Design for Asynchronous Federated Learning over Wireless Networks,arXiv,2212,"Chung-Hsuan Hu, Zheng Chen, Erik G. Larsson",,https://arxiv.org/abs/2212.07356,
Security Analysis of SplitFed Learning,arXiv,2212,"Momin Ahmad Khan, Virat Shejwalkar, Amir Houmansadr, Fatima Muhammad Anwar",,https://arxiv.org/abs/2212.01716,
Self-supervised On-device Federated Learning from Unlabeled Streams,arXiv,2212,"Jiahe Shi, Yawen Wu, Dewen Zeng, Jun Tao, Jingtong Hu, Yiyu Shi",,https://arxiv.org/abs/2212.01006,
Skefl: Single-Key Homomorphic Encryption for Secure Federated Learning,arXiv,2212,Dongfang Zhao,,https://arxiv.org/abs/2212.11394,
Skellam Mixture Mechanism: a Novel Approach to Federated Learning with Differential Privacy,arXiv,2212,"Ergute Bao, Yizheng Zhu, Xiaokui Xiao, Yin Yang, Beng Chin Ooi, Benjamin Hong Meng Tan, Khin Mi Mi Aung",,https://arxiv.org/abs/2212.04371,
Social-Aware Clustered Federated Learning with Customized Privacy Preservation,arXiv,2212,"Yuntao Wang, Zhou Su, Yanghe Pan, Tom H Luan, Ruidong Li, Shui Yu",This paper has been accepted by IEEE/ACM Transactions on Networking in March 2024,https://arxiv.org/abs/2212.13992,
SplitGP: Achieving Both Generalization and Personalization in Federated Learning,arXiv,2212,"Dong-Jun Han, Do-Yeon Kim, Minseok Choi, Christopher G. Brinton, Jaekyun Moon",To appear in IEEE INFOCOM 2023,https://arxiv.org/abs/2212.08343,
Tackling Data Heterogeneity in Federated Learning with Class Prototypes,arXiv,2212,"Yutong Dai, Zeyuan Chen, Junnan Li, Shelby Heinecke, Lichao Sun, Ran Xu",Accepted for presentation at AAAI 2023. This is a technical report version that contains an appendix with additional details about experiments and proofs for technical results. Grant information is also added,https://arxiv.org/abs/2212.02758,
Toward Data Heterogeneity of Federated Learning,arXiv,2212,"Yuchuan Huang, Chen Hu",,https://arxiv.org/abs/2212.08944,
Towards Assessing Data Bias in Clinical Trials,arXiv,2212,"Chiara Criscuolo, Tommaso Dolci, Mattia Salnitri","13 pages, 6 figures, accepted for publication at The Eighth International Workshop on Data Management and Analytics for Medicine and Healthcare (VLDB DMAH 2022)",https://arxiv.org/abs/2212.09633,
Towards Fleet-wide Sharing of Wind Turbine Condition Information through Privacy-preserving Federated Learning,arXiv,2212,"Lorin Jenkel, Stefan Jonas, Angela Meyer",Added: case study results for data from a different fleet; distribution shift discussion; formatting and presentation changes. Original results remain unchanged,https://arxiv.org/abs/2212.03529,
Towards Practical Few-shot Federated NLP,arXiv,2212,"Dongqi Cai, Yaozong Wu, Haitao Yuan, Shangguang Wang, Felix Xiaozhu Lin, Mengwei Xu",EuroSys23 workshop,https://arxiv.org/abs/2212.00192,
Towards Quantum-Enabled 6G Slicing,arXiv,2212,"Farhad Rezazadeh, Sarang Kahvazadeh, Mohammadreza Mosahebfard","2 pages, 5 figures, 6G Summit 2022, Abu Dhabi",https://arxiv.org/abs/2212.11755,
Unexpectedly Useful: Convergence Bounds And Real-World Distributed Learning,arXiv,2212,"Francesco Malandrino, Carla Fabiana Chiasserini",,https://arxiv.org/abs/2212.02155,
Untargeted Attack against Federated Recommendation Systems via Poisonous Item Embeddings and the Defense,arXiv,2212,"Yang Yu, Qi Liu, Likang Wu, Runlong Yu, Sanshi Lei Yu, Zaixi Zhang",Accepted by AAAI 2023,https://arxiv.org/abs/2212.05399,
Vertical Federated Learning: A Structured Literature Review,arXiv,2212,"Afsana Khan, Marijn ten Thij, Anna Wilbik",,https://arxiv.org/abs/2212.00622,
When Do Curricula Work in Federated Learning?,arXiv,2212,"Saeed Vahidian, Sreevatsank Kadaveru, Woonjoon Baek, Weijia Wang, Vyacheslav Kungurtsev, Chen Chen, Mubarak Shah, Bill Lin",,https://arxiv.org/abs/2212.12712,
When Federated Learning Meets Pre-trained Language Models' Parameter-Efficient Tuning Methods,arXiv,2212,"Zhuo Zhang, Yuanhang Yang, Yong Dai, Lizhen Qu, Zenglin Xu",,https://arxiv.org/abs/2212.10025,\url{https://github.com/iezhuozhuo/FedETuning/tree/deltaTuning}.
XMAM:X-raying Models with A Matrix to Reveal Backdoor Attacks for Federated Learning,arXiv,2212,"Jianyi Zhang, Fangjiao Zhang, Qichao Jin, Zhiqiang Wang, Xiaodong Lin, Xiali Hei",23 pages,https://arxiv.org/abs/2212.13675,
A Convergence Theory for Federated Average: Beyond Smoothness,arXiv,2211,"Xiaoxiao Li, Zhao Song, Runzhou Tao, Guangyi Zhang",BigData 2022,https://arxiv.org/abs/2211.01588,
A Dynamic Weighted Federated Learning for Android Malware Classification,arXiv,2211,"Ayushi Chaudhuri, Arijit Nandi, Buddhadeb Pradhan",Accepted in SoCTA 2022,https://arxiv.org/abs/2211.12874,
A Federated Approach to Predicting Emojis in Hindi Tweets,arXiv,2211,"Deep Gandhi, Jash Mehta, Nirali Parekh, Karan Waghela, Lynette D'Mello, Zeerak Talat",EMNLP2022 Main Track Short Paper,https://arxiv.org/abs/2211.06401,
A Federated DRL Approach for Smart Micro-Grid Energy Control with Distributed Energy Resources,arXiv,2211,"Farhad Rezazadeh, Nikolaos Bartzoudis","7 pages, 6 figures, accepted for publication at IEEE CAMAD 2022",https://arxiv.org/abs/2211.03430,
A Federated Learning Scheme for Neuro-developmental Disorders: Multi-Aspect ASD Detection,arXiv,2211,"Hala Shamseddine, Safa Otoum, Azzam Mourad",,https://arxiv.org/abs/2211.00643,
A Penalty-Based Method for Communication-Efficient Decentralized Bilevel Programming,arXiv,2211,"Parvin Nazari, Ahmad Mousavi, Davoud Ataee Tarzanagh, George Michailidis",,https://arxiv.org/abs/2211.04088,
ATEAM: Knowledge Integration from Federated Datasets for Vehicle Feature Extraction using Annotation Team of Experts,arXiv,2211,"Abhijit Suprem, Purva Singh, Suma Cherkadi, Sanjyot Vaidya, Joao Eduardo Ferreira, Calton Pu",ATEAM for Vehicle Classification and Re-ID,https://arxiv.org/abs/2211.09098,
Adap DP-FL: Differentially Private Federated Learning with Adaptive Noise,arXiv,2211,"Jie Fu, Zhili Chen, Xiao Han",,https://arxiv.org/abs/2211.15893,
Adaptive Federated Minimax Optimization with Lower Complexities,arXiv,2211,"Feihu Huang, Xinrui Wang, Junyi Li, Songcan Chen",To appear in AISTATS 2024,https://arxiv.org/abs/2211.07303,
Almost Tight Error Bounds on Differentially Private Continual Counting,arXiv,2211,"Monika Henzinger, Jalaj Upadhyay, Sarvagya Upadhyay",Updated the citations to include two papers we learned about since version 01,https://arxiv.org/abs/2211.05006,
Alternating Implicit Projected SGD and Its Efficient Variants for Equality-constrained Bilevel Optimization,arXiv,2211,"Quan Xiao, Han Shen, Wotao Yin, Tianyi Chen",Submitted to conference in Oct 2022,https://arxiv.org/abs/2211.07096,
Analysis of Error Feedback in Federated Non-Convex Optimization with Biased Compression,arXiv,2211,"Xiaoyun Li, Ping Li",,https://arxiv.org/abs/2211.14292,
AquaFeL-PSO: A Monitoring System for Water Resources using Autonomous Surface Vehicles based on Multimodal PSO and Federated Learning,arXiv,2211,"Micaela Jara Ten Kathen, Princy Johnson, Isabel Jurado Flores, Daniel Guti errez Reina",,https://arxiv.org/abs/2211.15217,
Bayesian Federated Neural Matching that Completes Full Information,arXiv,2211,"Peng Xiao, Samuel Cheng",,https://arxiv.org/abs/2211.08010,
"Client Selection in Federated Learning: Principles, Challenges, and Opportunities",arXiv,2211,"Lei Fu, Huanle Zhang, Ge Gao, Mi Zhang, Xin Liu",,https://arxiv.org/abs/2211.01549,
Closing the Gap between Client and Global Model Performance in Heterogeneous Federated Learning,arXiv,2211,"Hongrui Shi, Valentin Radu, Po Yang","7 pages, 3 figures, 3 tables",https://arxiv.org/abs/2211.03457,
Clustered Federated Learning based on Nonconvex Pairwise Fusion,arXiv,2211,"Xue Yu, Ziyi Liu, Wu Wang, Yifan Sun","46 pages, 9 figures",https://arxiv.org/abs/2211.04218,
Collaborative Training of Medical Artificial Intelligence Models with non-uniform Labels,arXiv,2211,"Soroosh Tayebi Arasteh, Peter Isfort, Marwin Saehn, Gustav Mueller-Franzes, Firas Khader, Jakob Nikolas Kather, Christiane Kuhl, Sven Nebelung, Daniel Truhn",Published in Nature Scientific Reports,https://arxiv.org/abs/2211.13606,
DPD-fVAE: Synthetic Data Generation Using Federated Variational Autoencoders With Differentially-Private Decoder,arXiv,2211,"Bjarne Pfitzner, Bert Arnrich",,https://arxiv.org/abs/2211.11591,
DYNAFED: Tackling Client Data Heterogeneity with Global Dynamics,arXiv,2211,"Renjie Pi, Weizhong Zhang, Yueqi Xie, Jiahui Gao, Xiaoyu Wang, Sunghun Kim, Qifeng Chen",,https://arxiv.org/abs/2211.10878,
"Decentralized Federated Learning: Fundamentals, State of the Art, Frameworks, Trends, and Challenges",arXiv,2211,"Enrique Tomás Martínez Beltrán, Mario Quiles Pérez, Pedro Miguel Sánchez Sánchez, Sergio López Bernal, Gérôme Bovet, Manuel Gil Pérez, Gregorio Martínez Pérez, Alberto Huertas Celdrán",,https://arxiv.org/abs/2211.08413,
Decentralized Federated Reinforcement Learning for User-Centric Dynamic TFDD Control,arXiv,2211,"Ziyan Yin, Zhe Wang, Jun Li, Ming Ding, Wen Chen, Shi Jin",,https://arxiv.org/abs/2211.02296,
Differentially Private Vertical Federated Learning,arXiv,2211,"Thilina Ranbaduge, Ming Ding",11 pages,https://arxiv.org/abs/2211.06782,
Distributed Robotic Systems in the Edge-Cloud Continuum with ROS 2: a Review on Novel Architectures and Technology Readiness,arXiv,2211,"Jiaqiang Zhang, Farhad Keramat, Xianjia Yu, Daniel Montero Hern, Jorge Peña Queralta, Tomi Westerlund",,https://arxiv.org/abs/2211.00985,
Dual Class-Aware Contrastive Federated Semi-Supervised Learning,arXiv,2211,"Qi Guo, Yong Qi, Saiyu Qi, Di Wu",,https://arxiv.org/abs/2211.08914,
Enhancing Efficiency in Multidevice Federated Learning through Data Selection,arXiv,2211,"Fan Mo, Mohammad Malekzadeh, Soumyajit Chatterjee, Fahim Kawsar, Akhil Mathur","Previous version (v3) was presented at ICLR 2023 Workshop on Machine Learning for IoT: Datasets, Perception, and Understanding",https://arxiv.org/abs/2211.04175,https://github.com/dr-bell/data-centric-federated-learning
Event-Triggered Decentralized Federated Learning over Resource-Constrained Edge Devices,arXiv,2211,"Shahryar Zehtabi, Seyyedali Hosseinalipour, Christopher G. Brinton",23 pages. arXiv admin note: text overlap with arXiv:2204.03726,https://arxiv.org/abs/2211.12640,
"Explainable, Domain-Adaptive, and Federated Artificial Intelligence in Medicine",arXiv,2211,"Ahmad Chaddad, Qizong lu, Jiali Li, Yousef Katib, Reem Kateb, Camel Tanougast, Ahmed Bouridane, Ahmed Abdulkadir","This paper is accepted in IEEE CAA Journal of Automatica Sinica, Nov. 10 2022",https://arxiv.org/abs/2211.09317,
Exploiting Personalized Invariance for Better Out-of-distribution Generalization in Federated Learning,arXiv,2211,"Xueyang Tang, Song Guo, Jie Zhang",,https://arxiv.org/abs/2211.11243,
FL Games: A Federated Learning Framework for Distribution Shifts,arXiv,2211,"Sharut Gupta, Kartik Ahuja, Mohammad Havaei, Niladri Chatterjee, Yoshua Bengio",Accepted as ORAL at NeurIPS Workshop on Federated Learning: Recent Advances and New Challenges. arXiv admin note: text overlap with arXiv:2205.11101,https://arxiv.org/abs/2211.00184,
FLock: Defending Malicious Behaviors in Federated Learning with Blockchain,arXiv,2211,"Nanqing Dong, Jiahao Sun, Zhipeng Wang, Shuoying Zhang, Shuhao Zheng",Accepted by NeurIPS 2022 Workshop,https://arxiv.org/abs/2211.04344,
Fairness in Federated Learning via Core-Stability,arXiv,2211,"Bhaskar Ray Chaudhury, Linyi Li, Mintong Kang, Bo Li, Ruta Mehta",NeurIPS 2022; code: https://openreview.net/attachment?id=lKULHf7oFDo&name=supplementary_material,https://arxiv.org/abs/2211.02091,
Fast Adaptive Federated Bilevel Optimization,arXiv,2211,Feihu Huang,49 pages. arXiv admin note: text overlap with arXiv:2106.11396,https://arxiv.org/abs/2211.01122,
Faster Adaptive Momentum-Based Federated Methods for Distributed Composition Optimization,arXiv,2211,Feihu Huang,39 pages,https://arxiv.org/abs/2211.01883,
Feature Correlation-guided Knowledge Transfer for Federated Self-supervised Learning,arXiv,2211,"Yi Liu, Song Guo, Jie Zhang, Qihua Zhou, Yingchun Wang, Xiaohan Zhao",,https://arxiv.org/abs/2211.07364,
Fed-TDA: Federated Tabular Data Augmentation on Non-IID Data,arXiv,2211,"Shaoming Duan, Chuanyi Liu, Peiyi Han, Tianyu He, Yifeng Xu, Qiyuan Deng",,https://arxiv.org/abs/2211.13116,
FedCL: Federated Multi-Phase Curriculum Learning to Synchronously Correlate User Heterogeneity,arXiv,2211,"Mingjie Wang, Jianxiong Guo, Weijia Jia",13 pages,https://arxiv.org/abs/2211.07248,
FedCut: A Spectral Analysis Framework for Reliable Detection of Byzantine Colluders,arXiv,2211,"Hanlin Gu, Lixin Fan, Xingxing Tang, Qiang Yang",,https://arxiv.org/abs/2211.13389,
FedDCT: Federated Learning of Large Convolutional Neural Networks on Resource Constrained Devices using Divide and Collaborative Training,arXiv,2211,"Quan Nguyen, Hieu H. Pham, Kok-Seng Wong, Phi Le Nguyen, Truong Thao Nguyen, Minh N. Do",Update v2: Final version as published in IEEE Transactions on Network and Service Management 2023,https://arxiv.org/abs/2211.10948,
FedFA: Federated Learning with Feature Anchors to Align Features and Classifiers for Heterogeneous Data,arXiv,2211,"Tailin Zhou, Jun Zhang, Danny H. K. Tsang",Accepted by IEEE Transactions on Mobile Computing,https://arxiv.org/abs/2211.09299,
FedGPO: Heterogeneity-Aware Global Parameter Optimization for Efficient Federated Learning,arXiv,2211,"Young Geun Kim, Carole-Jean Wu","12 pages, 12 figures, IEEE International Symposium on Workload Characterization (IISWC)",https://arxiv.org/abs/2211.16669,
FedGS: Federated Graph-based Sampling with Arbitrary Client Availability,arXiv,2211,"Zheng Wang, Xiaoliang Fan, Jianzhong Qi, Haibing Jin, Peizhen Yang, Siqi Shen, Cheng Wang",Accepted by AAAI23,https://arxiv.org/abs/2211.13975,\url{https://github.com/WwZzz/FedGS}.
FedGen: Generalizable Federated Learning for Sequential Data,arXiv,2211,"Praveen Venkateswaran, Vatche Isahagian, Vinod Muthusamy, Nalini Venkatasubramanian",,https://arxiv.org/abs/2211.01914,
FedGrad: Optimisation in Decentralised Machine Learning,arXiv,2211,Mann Patel,"4 pages, 6 figures, submitting @ FL-AAAI Workshop",https://arxiv.org/abs/2211.04254,
FedLesScan: Mitigating Stragglers in Serverless Federated Learning,arXiv,2211,"Mohamed Elzohairy, Mohak Chadha, Anshul Jindal, Andreas Grafberger, Jianfeng Gu, Michael Gerndt, Osama Abboud",IEEE BigData 2022,https://arxiv.org/abs/2211.05739,
FedMint: Intelligent Bilateral Client Selection in Federated Learning with Newcomer IoT Devices,arXiv,2211,"Osama Wehbi, Sarhad Arisdakessian, Omar Abdel Wahab, Hadi Otrok, Safa Otoum, Azzam Mourad, Mohsen Guizani",,https://arxiv.org/abs/2211.01805,
FedRule: Federated Rule Recommendation System with Graph Neural Networks,arXiv,2211,"Yuhang Yao, Mohammad Mahdi Kamani, Zhongwei Cheng, Lin Chen, Carlee Joe-Wong, Tianqiang Liu",,https://arxiv.org/abs/2211.06812,
FedSiam-DA: Dual-aggregated Federated Learning via Siamese Network under Non-IID Data,arXiv,2211,"Ming Yang, Yanhan Wang, Xin Wang, Zhenyong Zhang, Xiaoming Wu, Peng Cheng","8 pages, 5 figures",https://arxiv.org/abs/2211.09421,
FedSysID: A Federated Approach to Sample-Efficient System Identification,arXiv,2211,"Han Wang, Leonardo F. Toso, James Anderson",,https://arxiv.org/abs/2211.14393,
FedTP: Federated Learning by Transformer Personalization,arXiv,2211,"Hongxia Li, Zhongyi Cai, Jingya Wang, Jiangnan Tang, Weiping Ding, Chin-Teng Lin, Ye Shi",,https://arxiv.org/abs/2211.01572,
FedTracker: Furnishing Ownership Verification and Traceability for Federated Learning Model,arXiv,2211,"Shuo Shao, Wenyuan Yang, Hanlin Gu, Zhan Qin, Lixin Fan, Qiang Yang, Kui Ren",,https://arxiv.org/abs/2211.07160,
FedTune: A Deep Dive into Efficient Federated Fine-Tuning with Pre-trained Transformers,arXiv,2211,"Jinyu Chen, Wenchao Xu, Song Guo, Junxiao Wang, Jie Zhang, Haozhao Wang",,https://arxiv.org/abs/2211.08025,
Federated Adaptive Prompt Tuning for Multi-Domain Collaborative Learning,arXiv,2211,"Shangchao Su, Mingzhao Yang, Bin Li, Xiangyang Xue",,https://arxiv.org/abs/2211.07864,\url{https://github.com/leondada/FedAPT}.
Federated Averaging Langevin Dynamics: Toward a unified theory and new algorithms,arXiv,2211,"Vincent Plassier, Alain Durmus, Eric Moulines",58 pages,https://arxiv.org/abs/2211.00100,
Federated Causal Discovery From Interventions,arXiv,2211,"Amin Abyaneh, Nino Scherrer, Patrick Schwab, Stefan Bauer, Bernhard Schölkopf, Arash Mehrjou",,https://arxiv.org/abs/2211.03846,
Federated Hypergradient Descent,arXiv,2211,Andrew K Kan,,https://arxiv.org/abs/2211.02106,
Federated Learning Attacks and Defenses: A Survey,arXiv,2211,"Yao Chen, Yijie Gui, Hong Lin, Wensheng Gan, Yongdong Wu","IEEE BigData. 10 pages, 2 figures, 2 tables",https://arxiv.org/abs/2211.14952,
Federated Learning Framework in Fogbus2-based Edge Computing Environments,arXiv,2211,Wuji Zhu,,https://arxiv.org/abs/2211.07238,
Federated Learning Hyper-Parameter Tuning from a System Perspective,arXiv,2211,"Huanle Zhang, Lei Fu, Mi Zhang, Pengfei Hu, Xiuzhen Cheng, Prasant Mohapatra, Xin Liu",arXiv admin note: substantial text overlap with arXiv:2110.03061,https://arxiv.org/abs/2211.13656,https://github.com/DataSysTech/FedTune.
Federated Learning Using Three-Operator ADMM,arXiv,2211,"Shashi Kant, José Mairton B. da Silva Jr., Gabor Fodor, Bo Göransson, Mats Bengtsson, Carlo Fischione","accepted to IEEE Journal of Selected Topics in Signal Processing, 2022",https://arxiv.org/abs/2211.04152,
Federated Learning for 5G Base Station Traffic Forecasting,arXiv,2211,"Vasileios Perifanis, Nikolaos Pavlidis, Remous-Aris Koutsiamanis, Pavlos S. Efraimidis",,https://arxiv.org/abs/2211.15220,
Federated Learning for Appearance-based Gaze Estimation in the Wild,arXiv,2211,"Mayar Elfares, Zhiming Hu, Pascal Reisert, Andreas Bulling, Ralf Küsters",NeurIPS 2022 - Gaze Meets ML Workshop,https://arxiv.org/abs/2211.07330,
Federated Learning for Autoencoder-based Condition Monitoring in the Industrial Internet of Things,arXiv,2211,"Soeren Becker, Kevin Styp-Rekowski, Oliver Vincent Leon Stoll, Odej Kao",Accepted for 2022 IEEE International Conference on Big Data (IEEE BigData 2022),https://arxiv.org/abs/2211.07619,
"Federated Learning for Healthcare Domain - Pipeline, Applications and Challenges",arXiv,2211,"Madhura Joshi, Ankit Pal, Malaikannan Sankarasubbu","ACM Transactions on Computing for Healthcare, Vol. 3, No. 4, Article 40. Publication date: October 2022",https://arxiv.org/abs/2211.07893,
Federated Learning on Non-IID Graphs via Structural Knowledge Sharing,arXiv,2211,"Yue Tan, Yixin Liu, Guodong Long, Jing Jiang, Qinghua Lu, Chengqi Zhang",,https://arxiv.org/abs/2211.13009,
Federated Learning-Based Cell-Free Massive MIMO System for Privacy-Preserving,arXiv,2211,"Jiayi Zhang, Jing Zhang, Derrick Wing Kwan Ng, Bo Ai","27 pages, 7 figures, to appear in IEEE Transactions on Wireless Communications",https://arxiv.org/abs/2211.16945,
Federated Multilingual Models for Medical Transcript Analysis,arXiv,2211,"Andre Manoel, Mirian Hipolito Garcia, Tal Baumel, Shize Su, Jialei Chen, Dan Miller, Danny Karmon, Robert Sim, Dimitrios Dimitriadis",,https://arxiv.org/abs/2211.09722,
