title,author,venue_name,publish_date,url,code,created_date
DeepClean: Machine Unlearning on the Cheap by Resetting Privacy Sensitive Weights using the Fisher Diagonal,"Jiaeli Shi, Najah Ghalyan, Kostis Gourgoulias, John Buford, Sean Moran","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv …, 2023</span></li></ul>",2023-11-17,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2311.10448"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2311.10448v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-11-17)]</a></li><li><a href=""https://arxiv.org/abs/2311.10448"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-11-17)]</a></li></ul>",,2024-11-03
Parameters Designing of the Sliding Mode Control for the Reusable Launch Vehicle Based on Deep Reinforcement Learning and Evolution Strategy,"G. Cheng, Y. Hu, W. Jing, C. sheng Gao, R. An","<ul><li><span style=""color: #FF5733;"">2023 China Automation Congress (CAC)</span></li><li><span style=""color: #3357FF;"">2023 China Automation …, 2023</span></li></ul>",2023-11-17,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10451262"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://ieeexplore.ieee.org/abstract/document/10451262/"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-11-17)]</a></li></ul>",,2024-11-03
Unlearning regularization for Boltzmann Machines,"Enrico Ventura, Simona Cocco, Rémi Monasson, Francesco Zamponi","<ul><li><span style=""color: #FF5733;"">Machine Learning: Science and Technology 5, 025078 (2024)</span></li><li><span style=""color: #3357FF;"">… Learning: Science and …, 2024</span></li></ul>",2023-11-17,"<ul><li><a href=""http://arxiv.org/abs/2311.09418v3"" target=""_blank"" style=""color: #FF5733;"">[arXiv (2023-11-15)]</a></li><li><a href=""https://iopscience.iop.org/article/10.1088/2632-2153/ad5a5f/meta"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-11-17)]</a></li></ul>",,2024-11-03
Augmenting Unsupervised Reinforcement Learning with Self-Reference,"A Zhao, E Zhu, R Lu, M Lin, YJ Liu, G Huang","<ul><li><span style=""color: #FF5733;"">arXiv …, 2023</span></li></ul>",2023-11-17,"<ul><li><a href=""https://arxiv.org/abs/2311.09692"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-17)]</a></li></ul>",,2024-07-29
LEARNING SUSTAINABILITY IN THE ECOVILLAGE–A MULTIPLE CASE STUDY OF LEARNING EXPERIENCE IN FOUR NORTH AMERICAN SUSTAINABLE …,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2023-11-17,"<ul><li><a href=""https://www.researchgate.net/profile/Lisa-Mychajluk/publication/375637925_LEARNING_SUSTAINABILITY_IN_THE_ECOVILLAGE_-A_MULTIPLE_CASE_STUDY_OF_LEARNING_EXPERIENCE_IN_FOUR_NORTH_AMERICAN_SUSTAINABLE_COMMUNITIES/links/655426d2b86a1d521be2b23a/LEARNING-SUSTAINABILITY-IN-THE-ECOVILLAGE-A-MULTIPLE-CASE-STUDY-OF-LEARNING-EXPERIENCE-IN-FOUR-NORTH-AMERICAN-SUSTAINABLE-COMMUNITIES.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-17)]</a></li></ul>",,2024-07-29
"As an artist-scientist, ‘I’m obsessed with pigments’",Robin Donovan,"<ul><li><span style=""color: #FF5733;"">Nature</span></li></ul>",2023-11-16,"<ul><li><a href=""https://www.nature.com/articles/d41586-023-03577-3"" target=""_blank"" style=""color: #FF5733;"">[Nature (2023-11-16)]</a></li></ul>",,2024-11-03
IDMU: Impact Driven Machine Unlearning,"Shubhi Asthana, Bing Zhang, Ruchi Mahindru, Indervir Singh Banipal, Pawan Chowdhary","<ul><li><span style=""color: #FF5733;"">2023 IEEE International Conference on Big Data (BigData)</span></li><li><span style=""color: #3357FF;"">IEEE Big Data</span></li><li><span style=""color: #FF33A1;"">… Conference on Big …, 2023</span></li></ul>",2023-11-15,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386841"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/BigData59044.2023.10386841"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://ieeexplore.ieee.org/abstract/document/10386841/"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-11-15)]</a></li></ul>",,2024-11-03
"Beyond The Accuracy In Deep Learning: Robustness, Privacy and Fairness",J Ren,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-15,"<ul><li><a href=""https://etd.auburn.edu/handle/10415/8998"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-15)]</a></li></ul>",,2024-07-29
Identifying and De-implementing Low-value Administrative Practices in Long-term Care,LE MacEachern,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-15,"<ul><li><a href=""https://search.proquest.com/openview/fc86447dd99ed63037304daed5d2060e/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-15)]</a></li></ul>",,2024-07-29
Is it ethical to teach economics without ecological economics in the context of a climate emergency?,J Morgan,"<ul><li><span style=""color: #FF5733;"">Handbook of Teaching Ethics to Economists, 2023</span></li></ul>",2023-11-14,"<ul><li><a href=""https://www.elgaronline.com/edcollchap/book/9781802207163/book-part-9781802207163-8.xml"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-14)]</a></li></ul>",,2024-07-29
Organizational unlearning and service innovation of Chinese service-oriented firms: the moderating role of knowledge integration,"Y Duan, Y Liu, T Sunguo, Y Liu","<ul><li><span style=""color: #FF5733;"">Asia Pacific Business Review, 2023</span></li></ul>",2023-11-11,"<ul><li><a href=""https://www.tandfonline.com/doi/abs/10.1080/13602381.2023.2270932"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-11)]</a></li></ul>",,2024-07-29
Unlearning Agreement: Imagining the Law without Consent 1,PP Zuloaga,"<ul><li><span style=""color: #FF5733;"">Consent</span></li></ul>",2023-11-11,"<ul><li><a href=""https://www.taylorfrancis.com/chapters/edit/10.4324/9781003358756-14/unlearning-agreement-patricia-palacios-zuloaga"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-11)]</a></li></ul>",,2024-07-29
Unlearning as a future challenge for knowledge management,"C Cubillas-Para, JG Cegarra-Navarro…","<ul><li><span style=""color: #FF5733;"">The Future of Knowledge …, 2023</span></li></ul>",2023-11-11,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-38696-1_8"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-11)]</a></li></ul>",,2024-07-29
Illuminating the Neuroscience of Decision-making Through the Dark Night of John of the Cross,"A Savioz, S Perrig","<ul><li><span style=""color: #FF5733;"">Scientia et Fides, 2023</span></li></ul>",2023-11-10,"<ul><li><a href=""https://apcz.umk.pl/SetF/article/view/43405"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-10)]</a></li></ul>",,2024-07-29
Let's Discuss: Overview of the issues that are being underestimated when talking about Climate Change,O Tsikhanchuk,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-10,"<ul><li><a href=""https://www.theseus.fi/bitstream/handle/10024/809554/Tsikhanchuk_Olya.pdf?sequence=2"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-10)]</a></li></ul>",,2024-07-29
Toward Self-construction: A Filipinx Dramaturgy in the Diaspora,LL Twigg,"<ul><li><span style=""color: #FF5733;"">Decentered Playwriting</span></li></ul>",2023-11-10,"<ul><li><a href=""https://www.taylorfrancis.com/chapters/edit/10.4324/9781003270140-12/toward-self-construction-luz-lorenzana-twigg"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-10)]</a></li></ul>",,2024-07-29
Unlearn 'Language',A Mahboob,"<ul><li><span style=""color: #FF5733;"">Writings on Subaltern Practice, 2023</span></li></ul>",2023-11-10,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-43710-6_18"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-10)]</a></li></ul>",,2024-07-29
MoPe: Model Perturbation based Privacy Attacks on Language Models,"J Wang, J Wang, M Li, S Neel","<ul><li><span style=""color: #FF5733;"">OpenReview</span></li><li><span style=""color: #3357FF;"">Socially Responsible Language Modelling …</span></li><li><span style=""color: #FF33A1;"">arXiv:2310.14369, 2023</span></li></ul>",2023-11-09,"<ul><li><a href=""https://openreview.net/pdf/d61be76f3431531190dba6aa5f5994250ce970a7.pdf"" target=""_blank"" style=""color: #FF5733;"">[OpenReview]</a></li><li><a href=""https://openreview.net/forum?id=zBbpEfbuTm"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-11-09)]</a></li><li><a href=""https://arxiv.org/abs/2310.14369"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-10-22)]</a></li></ul>",,2024-11-03
Dissecting large language models,"N Pochinkov, N Schoots","<ul><li><span style=""color: #FF5733;"">Socially Responsible Language …, 2023</span></li></ul>",2023-11-09,"<ul><li><a href=""https://openreview.net/forum?id=tko8Ln5roY"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-09)]</a></li></ul>",,2024-07-29
"Whiting Out: Writing on Vulnerability, Racism and Repair",E Bishop,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-09,"<ul><li><a href=""https://www.torrossa.com/gs/resourceProxy?an=5671531&publisher=FZO243"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-09)]</a></li></ul>",,2024-07-29
Writings on Subaltern Practice,A Mahboob,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-09,"<ul><li><a href=""https://link.springer.com/content/pdf/10.1007/978-3-031-43710-6.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-09)]</a></li></ul>",,2024-07-29
Decolonizing the Memory of the First World War: The Poetics and Politics of Centenary Interventions,A Branach-Kallas,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-11-08,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=e_zwEAAAQBAJ&oi=fnd&pg=PA2009&dq=unlearn&ots=sELxA1alML&sig=3b1Lz90xx70KYMqsqeLy5O3Ik5g"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-08)]</a></li></ul>",,2024-07-29
History Below the Global: On and Beyond the Coloniality of Power in Historical Research,L Kamel,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-11-08,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=OML0EAAAQBAJ&oi=fnd&pg=PA3&dq=unlearn&ots=sQz1krmgQM&sig=GTdcOibW2diLxQwQ_yphya3XMs4"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-08)]</a></li></ul>",,2024-07-29
"From White Folks Who Teach in the Hood: Reflections on Race, Culture, and Identity",C Emdin,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-11-07,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=6YThEAAAQBAJ&oi=fnd&pg=PA1&dq=unlearn&ots=sn-p5CA-Sq&sig=sQ1zhJmIb5nVrH27dXYjpc1V-aA"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-07)]</a></li></ul>",,2024-07-29
An Intersectional Grounded Theory Study Examining Identity Exploration for Former Student-Athletes Against the Backdrop of 2020,CM Dorsey,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-06,"<ul><li><a href=""https://search.proquest.com/openview/5ec45565731a977e18a5b9f69aee40f3/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-06)]</a></li></ul>",,2024-07-29
Online Source Evaluation through “Lateral Reading”: A Workshop for Educators,"A Baer, DG Kipnis","<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-06,"<ul><li><a href=""https://rdw.rowan.edu/lib_scholarship/52/"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-06)]</a></li></ul>",,2024-07-29
"Intoxicated: Race, Disability, and Chemical Intimacy across Empire",MY Chen,"<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-05,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=FwfkEAAAQBAJ&oi=fnd&pg=PT6&dq=unlearn&ots=CbCT61tqaV&sig=PYghQ1LrXeLEta1ZdH9tg7sN8Ac"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-05)]</a></li></ul>",,2024-07-29
Learning and teaching care within the family: Experiential learning reflecting informal teaching,"JM Ferreira, AJ Midgette","<ul><li><span style=""color: #FF5733;"">Journal of Social and Personal …, 2024</span></li></ul>",2023-11-05,"<ul><li><a href=""https://journals.sagepub.com/doi/abs/10.1177/02654075231211359"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-05)]</a></li></ul>",,2024-07-29
"Machine un-learning: an overview of techniques, applications, and future directions","S Sai, U Mittal, V Chamola, K Huang, I Spinelli…","<ul><li><span style=""color: #FF5733;"">Cognitive …, 2024</span></li></ul>",2023-11-04,"<ul><li><a href=""https://link.springer.com/article/10.1007/s12559-023-10219-3"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-04)]</a></li></ul>",,2024-07-29
Soft Science Sustainability: Educating for Otherwise Futures,R Utheim,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-11-04,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=tjLhEAAAQBAJ&oi=fnd&pg=PA1878&dq=unlearn&ots=n3SOorAIe3&sig=S1tsz1kV67fje7iYKElYLbqmZmk"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-04)]</a></li></ul>",,2024-07-29
ERASER: Machine Unlearning in MLaaS via an Inference Serving-Aware Approach,"Yuke Hu, Jian Lou, Jiaqi Liu, Wangze Ni, Feng Lin, Zhan Qin, Kui Ren","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2311.16136, 2023</span></li></ul>",2023-11-03,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2311.16136"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2311.16136v3"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-11-03)]</a></li><li><a href=""https://arxiv.org/abs/2311.16136"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-11-03)]</a></li></ul>",,2024-11-03
Towards Machine Unlearning Benchmarks: Forgetting the Personal Identities in Facial Recognition Systems,"Dasol Choi, Dongbin Na","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2311.02240, 2023</span></li></ul>",2023-11-03,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2311.02240"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2311.02240v2"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2023-11-03)]</a></li><li><a href=""https://arxiv.org/abs/2311.02240"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-11-03)]</a></li></ul>","<ul><li><a href=""https://github.com/ndb796/MachineUnlearning"" target=""_blank"" style=""color: #3357FF;"">[arXiv - ndb796]</a></li></ul>",2024-11-03
"Capitalism reconnected: toward a sustainable, inclusive and innovative market economy in Europe","JP Balkenende, G Buijs","<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-11-03,"<ul><li><a href=""https://library.oapen.org/handle/20.500.12657/85022"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-03)]</a></li></ul>",,2024-07-29
"Defining ideology in American history, Joseph Fletcher Prize Forum",M Edwards,"<ul><li><span style=""color: #FF5733;"">Cambridge Review of International Affairs, 2023</span></li></ul>",2023-11-03,"<ul><li><a href=""https://www.tandfonline.com/doi/full/10.1080/09557571.2023.2274765"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-03)]</a></li></ul>",,2024-07-29
Establishing the Right Context and Culture,"J Teboul, P Damier","<ul><li><span style=""color: #FF5733;"">Neuroleadership: Creative Leadership with a Focus …, 2023</span></li></ul>",2023-11-03,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-981-99-5122-2_9"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-03)]</a></li></ul>",,2024-07-29
"Consent: Gender, Power and Subjectivity","L James-Hawkins, R Ryan-Flood","<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-11-02,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=NYbgEAAAQBAJ&oi=fnd&pg=PA1989&dq=unlearn&ots=dJh2ddhS1D&sig=INcrufgOdrHFhKbxYdFRIYdlEtg"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-02)]</a></li></ul>",,2024-07-29
New Alphabet School,"O Schubert, G Argyropoulou, R Gudipudi, M Alshael","<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2023-11-02,"<ul><li><a href=""https://portal.research.lu.se/en/publications/new-alphabet-school"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-02)]</a></li></ul>",,2024-07-29
Systems and Methods for Adjusting Randomized Experiment Parameters for Prognostic Models,CK Fisher,"<ul><li><span style=""color: #FF5733;"">US Patent App. 18/330,259, 2023</span></li><li><span style=""color: #3357FF;"">US Patent App. 18/308,619, 2023</span></li></ul>",2023-11-02,"<ul><li><a href=""https://patents.google.com/patent/US20230352138A1/en"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-02)]</a></li><li><a href=""https://patents.google.com/patent/US20230352125A1/en"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-11-02)]</a></li></ul>",,2024-07-29
UNLEARNING AGREEMENT,PP Zuloaga,"<ul><li><span style=""color: #FF5733;"">Consent: Gender, Power and Subjectivity, 2023</span></li></ul>",2023-11-02,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=NYbgEAAAQBAJ&oi=fnd&pg=PT104&dq=unlearn&ots=dJh2ddhS1D&sig=gZiK1FylHyHtO-sCllaVb0gVHcU"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-02)]</a></li></ul>",,2024-07-29
“Only Dead Men Can Tell the Truth in This World”: The Growth of Mark Twain's Anger,M McNamara,"<ul><li><span style=""color: #FF5733;"">The Mark Twain Annual, 2023</span></li></ul>",2023-11-02,"<ul><li><a href=""https://scholarlypublishingcollective.org/psup/mark-twain/article/doi/10.5325/marktwaij.21.1.0080/382746"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-02)]</a></li></ul>",,2024-07-29
RUE: Realising Unlearning from the Perspective of Economics,"Mingjian Tang, Weiqi Wang, Chenhan Zhang, Shui Yu","<ul><li><span style=""color: #FF5733;"">2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)</span></li><li><span style=""color: #3357FF;"">TrustCom</span></li><li><span style=""color: #FF33A1;"">2023 IEEE 22nd …, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10538965"" target=""_blank"" style=""color: #FF5733;"">[IEEE (2023)]</a></li><li><a href=""https://doi.org/10.1109/TrustCom60117.2023.00159"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""https://ieeexplore.ieee.org/abstract/document/10538965/"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-11-03
Unlearn What You Want to Forget: Efficient Unlearning for LLMs,"Jiaao Chen, Diyi Yang","<ul><li><span style=""color: #FF5733;"">EMNLP</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">EMNLP 2023 - 2023 Conference on Empirical Methods in Natural Language Processing, Proceedings</span></li><li><span style=""color: #8C33FF;"">arXiv:2310.20150, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://doi.org/10.18653/v1/2023.emnlp-main.738"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2023)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2310.20150"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2023)]</a></li><li><a href=""http://arxiv.org/abs/2310.20150v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2023-10-31)]</a></li><li><a href=""https://doi.org/"" target=""_blank"" style=""color: #FF8C33;"">[ScienceDirect (2023-01-01)]</a></li><li><a href=""https://arxiv.org/abs/2310.20150"" target=""_blank"" style=""color: #8C33FF;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-11-03
Investigating Strategies for Implementing the Early Childhood Education and Care Curriculum Framework in a Montessori Preschool,SC Chang,"<ul><li><span style=""color: #FF5733;"">Journal of Educational & Multicultural Research, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20780222&AN=174675864&h=KRd2iEaoqo6q3LNYYNNYaA0M2c%2FrtjfREtPXxBs9Uu6tOTrj9fH%2B7vR%2BF78V%2Bj97KvI5tJ%2BvqEgwDukXeeeguw%3D%3D&crl=c"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-07-29
Reflecting on the Abolitionist Elijah Lovejoy,F JOYCE,"<ul><li><span style=""color: #FF5733;"">CounterPunch, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10862323&asa=N&AN=174287500&h=mub8nFVS%2Bp3HKXeSZUgYzGVYWalAlD8Rdjb3ckJm0ruMH6Kqys7OREHsUAuRh17%2BnrnxEcg0lllMTjfnlEojUw%3D%3D&crl=c"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-07-29
South Africa-sur-Nemunas: Transnational Hinterlands in Dan Jacobson's Heshel's Kingdom,R Kusek,"<ul><li><span style=""color: #FF5733;"">English in Africa, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://journals.co.za/doi/abs/10.4314/eia.v50i2.1"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-07-29
"The mask of hidden knowledge behind advanced technologies: A case of distress, unlearning and knowledge transfer","JA Selvi A, P Rajan Y, M Geetha","<ul><li><span style=""color: #FF5733;"">Journal of Information …, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://journals.sagepub.com/doi/abs/10.1177/20438869231210577"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-07-29
Training dynamics of contextual n-grams in language models,"L Quirke, L Heindrich, W Gurnee, N Nanda","<ul><li><span style=""color: #FF5733;"">arXiv …, 2023</span></li></ul>",2023-11-01,"<ul><li><a href=""https://arxiv.org/abs/2311.00863"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-11-01)]</a></li></ul>",,2024-07-29
Device Classification via Passive Fingerprints with Clustering Algorithm,"M Ichino, N Masuda, T Hayashi, N Kodama…","<ul><li><span style=""color: #FF5733;"">… on Broadband and …, 2023</span></li></ul>",2023-10-31,"<ul><li><a href=""https://link.springer.com/chapter/10.1007/978-3-031-46784-4_11"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-31)]</a></li></ul>",,2024-07-29
"Imaginal research for unlearning mastery divination with Tarot as a decolonizing methodology, NOT. Authentic paths towards decolonization","M Sosteric, G Ratkovic, T Sosteric","<ul><li><span style=""color: #FF5733;"">Anthropology of …, 2024</span></li></ul>",2023-10-31,"<ul><li><a href=""https://anthrosource.onlinelibrary.wiley.com/doi/abs/10.1111/anoc.12219"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-31)]</a></li></ul>",,2024-07-29
RELATIONSHIP BETWEEN GROUP CULTURE AND ATHLETIC PERFORMANCE AMONG SPORTSMEN AND SPORTSWOMEN AT KENYATTA UNIVERSITY …,"GB Kashamba, WHA Olaly","<ul><li><span style=""color: #FF5733;"">2023</span></li></ul>",2023-10-31,"<ul><li><a href=""https://ir-library.ku.ac.ke/bitstream/handle/123456789/27466/Relationship%20between%20Group%20Culture%20and%20Athletic%20Performance%20....pdf?sequence=1"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-31)]</a></li></ul>",,2024-07-29
The Vanguard Method: Beyond Command and Control,"JM Seddon, B O'Donovan","<ul><li><span style=""color: #FF5733;"">Journal of Systems Thinking, 2023</span></li></ul>",2023-10-31,"<ul><li><a href=""https://www.scienceopen.com/hosted-document?doi=10.54120/jost.000006"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-31)]</a></li></ul>",,2024-07-29
Traversing the Boundaries of Fairyland,KA Razdow,"<ul><li><span style=""color: #FF5733;"">Enchanted Pedagogies: Archetypes, Magic, and …, 2023</span></li><li><span style=""color: #3357FF;"">Enchanted Pedagogies: Archetypes, Magic, and …, 2023</span></li></ul>",2023-10-31,"<ul><li><a href=""https://books.google.com/books?hl=en&lr=&id=-tT7EAAAQBAJ&oi=fnd&pg=PA145&dq=unlearn&ots=qI6NgHumSB&sig=onnjOuP5WI33QR1bo-KJNAgIKAg"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-31)]</a></li><li><a href=""https://books.google.com/books?hl=en&lr=&id=-tT7EAAAQBAJ&oi=fnd&pg=PA145&dq=unlearn&ots=qI6NgHuoOy&sig=9NRJLUzHyEKb3THvdhwyQQenQiI"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2023-10-31)]</a></li></ul>",,2024-07-29
コンピテントナースの看護実践におけるアンラーニングの過程,米田真央， 細田泰子， 紙野雪香,"<ul><li><span style=""color: #FF5733;"">日本看護学教育学会誌, 2023</span></li></ul>",2023-10-31,"<ul><li><a href=""https://www.jstage.jst.go.jp/article/jane/33/2-2/33_29/_article/-char/ja/"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2023-10-31)]</a></li></ul>",,2024-07-29
