title,author,venue_name,publish_date,url,code,created_date
Seeing Voices and Hearing Faces: Cross-modal Biometric Matching,,CVPR,2018,"<a href=""https://arxiv.org/abs/1804.00326"" target=""_blank"">1804.00326</a>","<a href=""https://github.com/a-nagrani/SVHF-Net"" target=""_blank"">a-nagrani</a>",2025-05-30
Jointly Discovering Visual Objects and Spoken Words from Raw Sensory Input,,ECCV,2018,"<a href=""https://arxiv.org/abs/1804.01452"" target=""_blank"">1804.01452</a>","<a href=""https://github.com/LiqunChen0606/Jointly-Discovering-Visual-Objects-and-Spoken-Words"" target=""_blank"">LiqunChen0606</a>",2025-05-30
Multimodal Language Analysis in the Wild: CMU-MOSEI Dataset and Interpretable Dynamic Fusion Graph,,ACL,2018,"<a href=""http://aclweb.org/anthology/P18-1208"" target=""_blank"">P18-1208</a>","<a href=""https://github.com/A2Zadeh/CMU-MultimodalSDK"" target=""_blank"">A2Zadeh</a>",2025-05-30
"Multimodal Depression Detection: Fusion Analysis of Paralinguistic, Head Pose and Eye Gaze Behaviors",,TAC,2018,"<a href=""https://ieeexplore.ieee.org/document/7763752"" target=""_blank"">7763752</a>",,2025-05-30
Multimodal Language Analysis with Recurrent Multistage Fusion,,EMNLP,2018,"<a href=""https://arxiv.org/abs/1808.03920"" target=""_blank"">1808.03920</a>",,2025-05-30
Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,,ICLR,2018,"<a href=""https://arxiv.org/abs/1710.07654"" target=""_blank"">1710.07654</a>",,2025-05-30
Dialog-based Interactive Image Retrieval,,NeurIPS,2018,"<a href=""https://arxiv.org/abs/1805.00145"" target=""_blank"">1805.00145</a>","<a href=""https://github.com/XiaoxiaoGuo/fashion-retrieval"" target=""_blank"">XiaoxiaoGuo</a>",2025-05-30
Multimodal Hierarchical Reinforcement Learning Policy for Task-Oriented Visual Dialog,,SIGDIAL,2018,"<a href=""https://arxiv.org/abs/1805.03257"" target=""_blank"">1805.03257</a>",,2025-05-30
Talk the Walk: Navigating New York City through Grounded Dialogue,,arXiv,2018,"<a href=""https://arxiv.org/abs/1807.03367"" target=""_blank"">1807.03367</a>",,2025-05-30
Neural Baby Talk,,CVPR,2018,"<a href=""https://arxiv.org/abs/1803.09845"" target=""_blank"">1803.09845</a>","<a href=""https://github.com/jiasenlu/NeuralBabyTalk"" target=""_blank"">jiasenlu</a>",2025-05-30
Grounding Referring Expressions in Images by Variational Context,,CVPR,2018,"<a href=""https://arxiv.org/abs/1712.01892"" target=""_blank"">1712.01892</a>",,2025-05-30
Video Captioning via Hierarchical Reinforcement Learning,,CVPR,2018,"<a href=""https://arxiv.org/abs/1711.11135"" target=""_blank"">1711.11135</a>",,2025-05-30
Charades-Ego: A Large-Scale Dataset of Paired Third and First Person Videos,,CVPR,2018,"<a href=""https://arxiv.org/abs/1804.09626"" target=""_blank"">1804.09626</a>","<a href=""https://allenai.org/plato/charades/"" target=""_blank"">/plato/charades/</a>",2025-05-30
Neural Motifs: Scene Graph Parsing with Global Context,,CVPR,2018,"<a href=""https://arxiv.org/abs/1711.06640"" target=""_blank"">1711.06640</a>","<a href=""http://github.com/rowanz/neural-motifs"" target=""_blank"">rowanz</a>",2025-05-30
No Metrics Are Perfect: Adversarial Reward Learning for Visual Storytelling,,ACL,2018,"<a href=""https://arxiv.org/abs/1804.09160"" target=""_blank"">1804.09160</a>",,2025-05-30
Unsupervised Multimodal Representation Learning across Medical Images and Reports,,ML4H,2018,"<a href=""https://arxiv.org/abs/1811.08615"" target=""_blank"">1811.08615</a>",,2025-05-30
Knowledge-driven Generative Subspaces for Modeling Multi-view Dependencies in Medical Data,,ML4H,2018,"<a href=""https://arxiv.org/abs/1812.00509"" target=""_blank"">1812.00509</a>",,2025-05-30
ICON: Interactive Conversational Memory Network for Multimodal Emotion Detection,,EMNLP,2018,"<a href=""https://aclanthology.org/D18-1280.pdf"" target=""_blank"">D18-1280.pdf</a>",,2025-05-30
Learning the Joint Representation of Heterogeneous Temporal Events for Clinical Endpoint Prediction,,AAAI,2018,"<a href=""https://arxiv.org/abs/1803.04837"" target=""_blank"">1803.04837</a>",,2025-05-30
"Look, Imagine and Match: Improving Textual-Visual Cross-Modal Retrieval with Generative Models",,CVPR,2018,"<a href=""https://arxiv.org/abs/1711.06420"" target=""_blank"">1711.06420</a>",,2025-05-30
Multimodal Memory Modelling for Video Captioning,,CVPR,2018,"<a href=""https://arxiv.org/abs/1611.05592"" target=""_blank"">1611.05592</a>",,2025-05-30
Datasheets for Datasets,,arXiv,2018,"<a href=""https://arxiv.org/abs/1803.09010"" target=""_blank"">1803.09010</a>",,2025-05-30
Gender Shades: Intersectional Accuracy Disparities in Commercial Gender Classification,,FAccT,2018,"<a href=""http://proceedings.mlr.press/v81/buolamwini18a.html?mod=article_inline"" target=""_blank"">buolamwini18a.ht</a>",,2025-05-30
Fooling Vision and Language Models Despite Localization and Attention Mechanism,,CVPR,2018,"<a href=""https://arxiv.org/abs/1709.08693"" target=""_blank"">1709.08693</a>",,2025-05-30
Attacking Visual Language Grounding with Adversarial Examples: A Case Study on Neural Image Captioning,,ACL,2018,"<a href=""https://arxiv.org/abs/1712.02051"" target=""_blank"">1712.02051</a>","<a href=""https://github.com/huanzhang12/ImageCaptioningAttack"" target=""_blank"">huanzhang12</a>",2025-05-30
Attend and Attack: Attention Guided Adversarial Attacks on Visual Question Answering Models,,NeurIPS Workshop on Visually Grounded Interaction and Language,2018,"<a href=""https://nips2018vigil.github.io/static/papers/accepted/33.pdf"" target=""_blank"">33.pdf</a>",,2025-05-30
Learning Multi-Modal Word Representation Grounded in Visual Context,,AAAI,2018,"<a href=""https://arxiv.org/abs/1711.03483"" target=""_blank"">1711.03483</a>",,2025-05-30
Multimodal Generative Models for Scalable Weakly-Supervised Learning,,NeurIPS,2018,"<a href=""https://arxiv.org/abs/1802.05335"" target=""_blank"">1802.05335</a>",,2025-05-30
Do Explanations make VQA Models more Predictable to a Human?,,EMNLP,2018,"<a href=""https://arxiv.org/abs/1810.12366"" target=""_blank"">1810.12366</a>",,2025-05-30
Multimodal Explanations: Justifying Decisions and Pointing to the Evidence,,CVPR,2018,"<a href=""https://arxiv.org/abs/1802.08129"" target=""_blank"">1802.08129</a>","<a href=""https://github.com/Seth-Park/MultimodalExplanations"" target=""_blank"">Seth-Park</a>",2025-05-30
A Multimodal Translation-Based Approach for Knowledge Graph Representation Learning,,SEM,2018,"<a href=""https://www.aclweb.org/anthology/S18-2027"" target=""_blank"">S18-2027</a>","<a href=""https://github.com/UKPLab/starsem18-multimodalKB"" target=""_blank"">UKPLab</a>",2025-05-30
Embedding Multimodal Relational Data for Knowledge Base Completion,,EMNLP,2018,"<a href=""https://arxiv.org/abs/1809.01341"" target=""_blank"">1809.01341</a>",,2025-05-30
Blindfold Baselines for Embodied QA,,NIPS,2018,"<a href=""https://arxiv.org/abs/1811.05013"" target=""_blank"">1811.05013</a>",,2025-05-30
Natural TTS Synthesis by Conditioning Wavenet on Mel Spectrogram Predictions,,ICASSP,2018,"<a href=""https://arxiv.org/abs/1712.05884"" target=""_blank"">1712.05884</a>","<a href=""https://github.com/NVIDIA/tacotron2"" target=""_blank"">NVIDIA</a>",2025-05-30
Learning to Count Objects in Natural Images for Visual Question Answering,,ICLR,2018,"<a href=""https://arxiv.org/abs/1802.05766"" target=""_blank"">1802.05766</a>",,2025-05-30
Wordplay: Reinforcement and Language Learning in Text-based Games,,NeurIPS,2018,"<a href=""https://www.wordplay2018.com/"" target=""_blank""></a>",,2025-05-30
"Interpretability and Robustness in Audio, Speech, and Language",,NeurIPS,2018,"<a href=""https://irasl.gitlab.io/"" target=""_blank""></a>",,2025-05-30
Memory Fusion Network for Multi-view Sequential Learning,,AAAI,2018,"<a href=""https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/viewFile/17341/16122"" target=""_blank"">16122</a>","<a href=""https://github.com/pliang279/MFN"" target=""_blank"">pliang279</a>",2025-05-30
Efficient Low-rank Multimodal Fusion with Modality-Specific Factors,,ACL,2018,"<a href=""https://arxiv.org/abs/1806.00064"" target=""_blank"">1806.00064</a>","<a href=""https://github.com/Justin1904/Low-rank-Multimodal-Fusion"" target=""_blank"">Justin1904</a>",2025-05-30
Unifying and merging well-trained deep neural networks for inference stage,,IJCAI,2018,"<a href=""https://www.ijcai.org/Proceedings/2018/0283.pdf"" target=""_blank"">0283.pdf</a>","<a href=""https://github.com/ivclab/NeuralMerger"" target=""_blank"">ivclab</a>",2025-05-30
Multimodal Robot Perception,,ICRA,2018,"<a href=""https://natanaso.github.io/rcw-icra18/"" target=""_blank""></a>",,2025-05-30
WMT18: Shared Task on Multimodal Machine Translation,,EMNLP,2018,"<a href=""http://www.statmt.org/wmt18/multimodal-task.html"" target=""_blank"">multimodal-task.</a>",,2025-05-30
Shortcomings in Vision and Language,,ECCV,2018,"<a href=""https://sites.google.com/view/sivl/"" target=""_blank""></a>",,2025-05-30
"Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",,EMNLP,2018,"<a href=""https://wt-public.emm4u.eu/wassa2018/"" target=""_blank""></a>",,2025-05-30
Do Neural Network Cross-Modal Mappings Really Bridge Modalities?,,ACL,2018,"<a href=""https://aclweb.org/anthology/P18-2074"" target=""_blank"">P18-2074</a>",,2025-05-30
A Probabilistic Framework for Multi-view Feature Learning with Many-to-many Associations via Neural Networks,,ICML,2018,"<a href=""https://arxiv.org/abs/1802.04630"" target=""_blank"">1802.04630</a>",,2025-05-30
Connecting Language and Vision to Actions,,ACL,2018,"<a href=""https://lvatutorial.github.io/"" target=""_blank""></a>",,2025-05-30
Machine Learning for Clinicians: Advances for Multi-Modal Health Data,,MLHC,2018,"<a href=""https://www.michaelchughes.com/mlhc2018_tutorial.html"" target=""_blank"">mlhc2018_tutoria</a>",,2025-05-30
Multimodal deep learning for short-term stock volatility prediction,,,2018,"<a href=""https://arxiv.org/abs/1812.10479"" target=""_blank"">1812.10479</a>",,2025-05-30
Image Generation from Scene Graphs,,CVPR,2018,"<a href=""https://arxiv.org/abs/1804.01622"" target=""_blank"">1804.01622</a>",,2025-05-30
Overcoming Language Priors in Visual Question Answering with Adversarial Regularization,,NeurIPS,2018,"<a href=""https://arxiv.org/abs/1810.03649"" target=""_blank"">1810.03649</a>",,2025-05-30
Grounding language acquisition by training semantic parsers using captioned videos,,ACL,2018,"<a href=""https://cbmm.mit.edu/sites/default/files/publications/Ross-et-al_ACL2018_Grounding%20language%20acquisition%20by%20training%20semantic%20parsing%20using%20caption%20videos.pdf"" target=""_blank"">Ross-et-al_ACL20</a>",,2025-05-30
Emergence of Grounded Compositional Language in Multi-Agent Populations,,AAAI,2018,"<a href=""https://arxiv.org/abs/1703.04908"" target=""_blank"">1703.04908</a>",,2025-05-30
Emergent Communication through Negotiation,,ICLR,2018,"<a href=""https://openreview.net/pdf?id=Hk6WhagRW"" target=""_blank"">pdf?id=Hk6WhagRW</a>","<a href=""https://github.com/ASAPPinc/emergent_comms_negotiation"" target=""_blank"">ASAPPinc</a>",2025-05-30
Emergence of Linguistic Communication From Referential Games with Symbolic and Pixel Input,,ICLR,2018,"<a href=""https://openreview.net/pdf?id=HJGv1Z-AW"" target=""_blank"">pdf?id=HJGv1Z-AW</a>",,2025-05-30
"Emergent Communication in a Multi-Modal, Multi-Step Referential Game",,ICLR,2018,"<a href=""https://openreview.net/pdf?id=rJGZq6g0-"" target=""_blank"">pdf?id=rJGZq6g0-</a>","<a href=""https://github.com/nyu-dl/MultimodalGame"" target=""_blank"">nyu-dl</a>",2025-05-30
Adversarial Evaluation of Multimodal Machine Translation,,EMNLP,2018,"<a href=""http://aclweb.org/anthology/D18-1329"" target=""_blank"">D18-1329</a>",,2025-05-30
A Visual Attention Grounding Neural Model for Multimodal Machine Translation,,EMNLP,2018,"<a href=""http://aclweb.org/anthology/D18-1400"" target=""_blank"">D18-1400</a>",,2025-05-30
Learning Translations via Images with a Massively Multilingual Image Dataset,,ACL,2018,"<a href=""http://aclweb.org/anthology/P18-1239"" target=""_blank"">P18-1239</a>",,2025-05-30
Zero-Resource Neural Machine Translation with Multi-Agent Communication Game,,AAAI,2018,"<a href=""https://arxiv.org/pdf/1802.03116"" target=""_blank"">1802.03116</a>",,2025-05-30
Emergent Translation in Multi-Agent Communication,,ICLR,2018,"<a href=""https://openreview.net/pdf?id=H1vEXaxA-"" target=""_blank"">pdf?id=H1vEXaxA-</a>",,2025-05-30
Look Before You Leap: Bridging Model-Free and Model-Based Reinforcement Learning for Planned-Ahead Vision-and-Language Navigation,,ECCV,2018,"<a href=""https://arxiv.org/abs/1803.07729"" target=""_blank"">1803.07729</a>",,2025-05-30
Embodied Question Answering,,CVPR,2018,"<a href=""https://arxiv.org/abs/1711.11543"" target=""_blank"">1711.11543</a>","<a href=""https://embodiedqa.org/"" target=""_blank"">/embodiedqa.org/</a>",2025-05-30
Neural-Symbolic VQA: Disentangling Reasoning from Vision and Language Understanding,,NeurIPS,2018,"<a href=""https://arxiv.org/abs/1810.02338"" target=""_blank"">1810.02338</a>","<a href=""https://github.com/kexinyi/ns-vqa"" target=""_blank"">kexinyi</a>",2025-05-30
Mapping Instructions to Actions in 3D Environments with Visual Goal Prediction,,EMNLP,2018,"<a href=""https://arxiv.org/abs/1809.00786"" target=""_blank"">1809.00786</a>","<a href=""https://github.com/lil-lab/ciff"" target=""_blank"">lil-lab</a>",2025-05-30
Multi-modal Predicate Identification using Dynamically Learned Robot Controllers,,IJCAI,2018,"<a href=""https://www.cs.utexas.edu/~pstone/Papers/bib2html-links/IJCAI18-saeid.pdf"" target=""_blank"">IJCAI18-saeid.pd</a>",,2025-05-30
Vision-and-Language Navigation: Interpreting Visually-Grounded Navigation Instructions in Real Environments,,CVPR,2018,"<a href=""https://arxiv.org/abs/1711.07280"" target=""_blank"">1711.07280</a>","<a href=""https://bringmeaspoon.org/"" target=""_blank"">ingmeaspoon.org/</a>",2025-05-30
Using Syntax to Ground Referring Expressions in Natural Images,,AAAI,2018,"<a href=""https://arxiv.org/abs/1805.10547"" target=""_blank"">1805.10547</a>","<a href=""https://github.com/volkancirik/groundnet"" target=""_blank"">volkancirik</a>",2025-05-30
Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,,CVPR,2018,"<a href=""https://arxiv.org/abs/1712.00377"" target=""_blank"">1712.00377</a>","<a href=""https://github.com/AishwaryaAgrawal/GVQA"" target=""_blank"">AishwaryaAgrawal</a>",2025-05-30
RecipeQA: A Challenge Dataset for Multimodal Comprehension of Cooking Recipes,,EMNLP,2018,"<a href=""https://arxiv.org/abs/1809.00812"" target=""_blank"">1809.00812</a>","<a href=""https://hucvl.github.io/recipeqa/"" target=""_blank"">recipeqa</a>",2025-05-30
Gated-Attention Architectures for Task-Oriented Language Grounding,,AAAI,2018,"<a href=""https://arxiv.org/abs/1706.07230"" target=""_blank"">1706.07230</a>","<a href=""https://github.com/devendrachaplot/DeepRL-Grounding"" target=""_blank"">devendrachaplot</a>",2025-05-30
"TVQA: Localized, Compositional Video Question Answering",,EMNLP,2018,"<a href=""https://www.aclweb.org/anthology/D18-1167"" target=""_blank"">D18-1167</a>","<a href=""https://github.com/jayleicn/TVQA"" target=""_blank"">jayleicn</a>",2025-05-30
Bottom-Up and Top-Down Attention for Image Captioning and Visual Question Answering,,CVPR,2018,"<a href=""https://arxiv.org/abs/1707.07998"" target=""_blank"">1707.07998</a>","<a href=""https://github.com/facebookresearch/pythia"" target=""_blank"">facebookresearch</a>",2025-05-30
Learning to Color from Language,,NAACL,2018,"<a href=""https://arxiv.org/abs/1804.06026"" target=""_blank"">1804.06026</a>",,2025-05-30
Stacked Latent Attention for Multimodal Reasoning,,CVPR,2018,"<a href=""http://openaccess.thecvf.com/content_cvpr_2018/papers/Fan_Stacked_Latent_Attention_CVPR_2018_paper.pdf"" target=""_blank"">Fan_Stacked_Late</a>",,2025-05-30
Finding “It”: Weakly-Supervised Reference-Aware Visual Grounding in Instructional Videos,,CVPR,2018,"<a href=""http://openaccess.thecvf.com/content_cvpr_2018/papers/Huang_Finding_It_Weakly-Supervised_CVPR_2018_paper.pdf"" target=""_blank"">Huang_Finding_It</a>",,2025-05-30
SCAN: Learning Hierarchical Compositional Visual Concepts,,ICLR,2018,"<a href=""https://arxiv.org/abs/1707.03389"" target=""_blank"">1707.03389</a>",,2025-05-30
Visual Coreference Resolution in Visual Dialog using Neural Module Networks,,ECCV,2018,"<a href=""https://arxiv.org/abs/1809.01816"" target=""_blank"">1809.01816</a>","<a href=""https://github.com/facebookresearch/corefnmn"" target=""_blank"">facebookresearch</a>",2025-05-30
Multimodal Probabilistic Model-Based Planning for Human-Robot Interaction,,arXiv,2017,"<a href=""https://arxiv.org/abs/1710.09483"" target=""_blank"">1710.09483</a>",,2025-05-30
End-to-End Multimodal Emotion Recognition using Deep Neural Networks,,arXiv,2017,"<a href=""https://arxiv.org/abs/1704.08619"" target=""_blank"">1704.08619</a>",,2025-05-30
Visual Understanding Across Modalities,,CVPR,2017,"<a href=""http://vuchallenge.org/"" target=""_blank""></a>",,2025-05-30
International Workshop on Computer Vision for Audio-Visual Media,,ICCV,2017,"<a href=""https://cvavm2017.wordpress.com/"" target=""_blank""></a>",,2025-05-30
Language Grounding for Robotics,,ACL,2017,"<a href=""https://robo-nlp.github.io/2017_index.html"" target=""_blank"">2017_index.html</a>",,2025-05-30
AMHUSE - A Multimodal dataset for HUmor SEnsing,,ICMI,2017,"<a href=""https://dl.acm.org/citation.cfm?id=3136806"" target=""_blank"">citation.cfm?id=</a>","<a href=""http://amhuse.phuselab.di.unimi.it/"" target=""_blank"">lab.di.unimi.it/</a>",2025-05-30
Understanding Coagulopathy using Multi-view Data in the Presence of Sub-Cohorts: A Hierarchical Subspace Approach,,MLHC,2017,"<a href=""http://mucmd.org/CameraReadySubmissions/67%5CCameraReadySubmission%5Cunderstanding-coagulopathy-multi%20(6).pdf"" target=""_blank"">67%5CCameraReady</a>",,2025-05-30
Machine Learning in Multimodal Medical Imaging,,,2017,"<a href=""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5357511/"" target=""_blank""></a>",,2025-05-30
Multimodal Machine Learning,,ACL,2017,"<a href=""https://sites.google.com/site/multiml2016cvpr/"" target=""_blank""></a>",,2025-05-30
Cross-modal Recurrent Models for Weight Objective Prediction from Multimodal Time-series Data,,ML4H,2017,"<a href=""https://arxiv.org/abs/1709.08073"" target=""_blank"">1709.08073</a>",,2025-05-30
Vision and Language: Bridging Vision and Language with Deep Learning,,ICIP,2017,"<a href=""https://www.microsoft.com/en-us/research/publication/vision-language-bridging-vision-language-deep-learning/"" target=""_blank""></a>",,2025-05-30
Natural Language Does Not Emerge 'Naturally' in Multi-Agent Dialog,,EMNLP,2017,"<a href=""https://arxiv.org/abs/1706.08502"" target=""_blank"">1706.08502</a>",,2025-05-30
The Multi-Entity Variational Autoencoder,,NeurIPS,2017,"<a href=""http://charlienash.github.io/assets/docs/mevae2017.pdf"" target=""_blank"">mevae2017.pdf</a>",,2025-05-30
Deep Voice 2: Multi-Speaker Neural Text-to-Speech,,NeurIPS,2017,"<a href=""https://arxiv.org/abs/1705.08947"" target=""_blank"">1705.08947</a>",,2025-05-30
Visual Dialog,,CVPR,2017,"<a href=""https://arxiv.org/abs/1611.08669"" target=""_blank"">1611.08669</a>","<a href=""https://github.com/batra-mlp-lab/visdial"" target=""_blank"">batra-mlp-lab</a>",2025-05-30
Towards Building Large Scale Multimodal Domain-Aware Conversation Systems,,arXiv,2017,"<a href=""https://arxiv.org/abs/1704.00200"" target=""_blank"">1704.00200</a>","<a href=""https://amritasaha1812.github.io/MMD/"" target=""_blank"">MMD</a>",2025-05-30
Semi-supervised Vision-language Mapping via Variational Learning,,ICRA,2017,"<a href=""https://ieeexplore.ieee.org/document/7989160"" target=""_blank"">7989160</a>",,2025-05-30
Mapping Instructions and Visual Observations to Actions with Reinforcement Learning,,EMNLP,2017,"<a href=""https://www.cs.cornell.edu/~dkm/papers/mla-emnlp.2017.pdf"" target=""_blank"">mla-emnlp.2017.p</a>",,2025-05-30
"See, Hear, and Read: Deep Aligned Representations",,arXiv,2017,"<a href=""https://people.csail.mit.edu/yusuf/see-hear-read/paper.pdf"" target=""_blank"">paper.pdf</a>",,2025-05-30
Multi-agent Cooperation and the Emergence of (natural) Language,,ICLR,2017,"<a href=""https://arxiv.org/abs/1612.07182"" target=""_blank"">1612.07182</a>",,2025-05-30
Incorporating Global Visual Features into Attention-based Neural Machine Translation,,EMNLP,2017,"<a href=""http://aclweb.org/anthology/D17-1105"" target=""_blank"">D17-1105</a>","<a href=""https://github.com/iacercalixto/MultimodalNMT"" target=""_blank"">iacercalixto</a>",2025-05-30
Learning Cooperative Visual Dialog Agents with Deep Reinforcement Learning,,ICCV,2017,"<a href=""https://arxiv.org/abs/1703.06585"" target=""_blank"">1703.06585</a>",,2025-05-30
"Zero-Shot Learning - The Good, the Bad and the Ugly",,CVPR,2017,"<a href=""https://arxiv.org/abs/1703.04394"" target=""_blank"">1703.04394</a>",,2025-05-30
Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols,,NeurIPS,2017,"<a href=""https://arxiv.org/abs/1705.11192"" target=""_blank"">1705.11192</a>",,2025-05-30
Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts,,NeurIPS,2017,"<a href=""https://arxiv.org/abs/1803.11209"" target=""_blank"">1803.11209</a>",,2025-05-30
Localizing Moments in Video with Natural Language,,ICCV,2017,"<a href=""https://arxiv.org/abs/1708.01641"" target=""_blank"">1708.01641</a>",,2025-05-30
Doubly-Attentive Decoder for Multi-modal Neural Machine Translation,,ACL,2017,"<a href=""http://aclweb.org/anthology/P17-1175"" target=""_blank"">P17-1175</a>","<a href=""https://github.com/iacercalixto/MultimodalNMT"" target=""_blank"">iacercalixto</a>",2025-05-30
Tensor Fusion Network for Multimodal Sentiment Analysis,,EMNLP,2017,"<a href=""https://arxiv.org/abs/1707.07250"" target=""_blank"">1707.07250</a>","<a href=""https://github.com/A2Zadeh/TensorFusionNetwork"" target=""_blank"">A2Zadeh</a>",2025-05-30
Semi-supervised Multimodal Hashing,,arXiv,2017,"<a href=""https://arxiv.org/abs/1712.03404"" target=""_blank"">1712.03404</a>",,2025-05-30
An empirical study on the effectiveness of images in Multimodal Neural Machine Translation,,EMNLP,2017,"<a href=""http://aclweb.org/anthology/D17-1095"" target=""_blank"">D17-1095</a>",,2025-05-30
Human-In-The-Loop Machine Learning with Intelligent Multimodal Interfaces,,ICML,2017,"<a href=""https://csjzhou.github.io/homepage/papers/ICML2017_Syed.pdf"" target=""_blank"">ICML2017_Syed.pd</a>",,2025-05-30
Guest Editorial: Image and Language Understanding,,IJCV,2017,"<a href=""https://link.springer.com/article/10.1007/s11263-017-0993-y"" target=""_blank"">s11263-017-0993-</a>",,2025-05-30
"Look, Listen and Learn",,ICCV,2017,"<a href=""http://openaccess.thecvf.com/content_ICCV_2017/papers/Arandjelovic_Look_Listen_and_ICCV_2017_paper.pdf"" target=""_blank"">Arandjelovic_Loo</a>",,2025-05-30
Are You Smarter Than A Sixth Grader? Textbook Question Answering for Multimodal Machine Comprehension,,CVPR,2017,"<a href=""https://ieeexplore.ieee.org/document/8100054/"" target=""_blank""></a>","<a href=""http://vuchallenge.org/tqa.html"" target=""_blank"">nge.org/tqa.html</a>",2025-05-30
CLEVR: A Diagnostic Dataset for Compositional Language and Elementary Visual Reasoning,,CVPR,2017,"<a href=""https://arxiv.org/abs/1612.06890"" target=""_blank"">1612.06890</a>","<a href=""https://github.com/facebookresearch/clevr-iep"" target=""_blank"">facebookresearch</a>",2025-05-30
Generating Descriptions with Grounded and Co-Referenced People,,CVPR,2017,"<a href=""https://arxiv.org/abs/1704.01518"" target=""_blank"">1704.01518</a>",,2025-05-30
Learning to Reason: End-to-End Module Networks for Visual Question Answering,,ICCV,2017,"<a href=""https://arxiv.org/abs/1704.05526"" target=""_blank"">1704.05526</a>","<a href=""https://github.com/ronghanghu/n2nmn"" target=""_blank"">ronghanghu</a>",2025-05-30
Deep Voice: Real-time Neural Text-to-Speech,,ICML,2017,"<a href=""https://arxiv.org/abs/1702.07825"" target=""_blank"">1702.07825</a>",,2025-05-30
Self-Supervised Learning of Visual Features through Embedding Images into Text Topic Spaces,,CVPR,2017,"<a href=""https://ieeexplore.ieee.org/document/8099701"" target=""_blank"">8099701</a>",,2025-05-30
Learning Robust Visual-Semantic Embeddings,,ICCV,2017,"<a href=""https://arxiv.org/abs/1703.05908"" target=""_blank"">1703.05908</a>",,2025-05-30
Deep Multimodal Representation Learning from Temporal Data,,CVPR,2017,"<a href=""https://arxiv.org/abs/1704.03152"" target=""_blank"">1704.03152</a>",,2025-05-30
Order-Embeddings of Images and Language,,ICLR,2016,"<a href=""https://arxiv.org/abs/1511.06361"" target=""_blank"">1511.06361</a>","<a href=""https://github.com/ivendrov/order-embedding"" target=""_blank"">ivendrov</a>",2025-05-30
Semi-Supervised Multimodal Deep Learning for RGB-D Object Recognition,,IJCAI,2016,"<a href=""https://www.ijcai.org/Proceedings/16/Papers/473.pdf"" target=""_blank"">473.pdf</a>",,2025-05-30
Visual Word2Vec (vis-w2v): Learning Visually Grounded Word Embeddings Using Abstract Scenes,,CVPR,2016,"<a href=""https://arxiv.org/abs/1511.07067"" target=""_blank"">1511.07067</a>",,2025-05-30
Multimodal Dynamics : Self-supervised Learning in Perceptual and Motor Systems,,,2016,"<a href=""https://dl.acm.org/citation.cfm?id=1269207"" target=""_blank"">citation.cfm?id=</a>",,2025-05-30
Dynamic Memory Networks for Visual and Textual Question Answering,,ICML,2016,"<a href=""https://arxiv.org/abs/1603.01417"" target=""_blank"">1603.01417</a>",,2025-05-30
Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding,,EMNLP,2016,"<a href=""https://arxiv.org/abs/1606.01847"" target=""_blank"">1606.01847</a>","<a href=""https://github.com/akirafukui/vqa-mcb"" target=""_blank"">akirafukui</a>",2025-05-30
Towards Transparent AI Systems: Interpreting Visual Question Answering Models,,ICML Workshop on Visualization for Deep Learning,2016,"<a href=""https://arxiv.org/abs/1608.08974"" target=""_blank"">1608.08974</a>",,2025-05-30
MovieQA: Understanding Stories in Movies through Question-Answering,,CVPR,2016,"<a href=""https://arxiv.org/abs/1512.02902"" target=""_blank"">1512.02902</a>","<a href=""http://movieqa.cs.toronto.edu/home/"" target=""_blank"">oronto.edu/home/</a>",2025-05-30
Multimodal Pivots for Image Caption Translation,,ACL,2016,"<a href=""http://aclweb.org/anthology/P16-1227"" target=""_blank"">P16-1227</a>",,2025-05-30
Multi30K: Multilingual English-German Image Descriptions,,ACL Workshop on Language and Vision,2016,"<a href=""https://aclweb.org/anthology/W16-3210.pdf"" target=""_blank"">W16-3210.pdf</a>","<a href=""https://github.com/multi30k/dataset"" target=""_blank"">multi30k</a>",2025-05-30
Language and Vision,,ACL,2016,"<a href=""https://vision.cs.hacettepe.edu.tr/vl2016/"" target=""_blank""></a>",,2025-05-30
Show and Tell: Lessons learned from the 2015 MSCOCO Image Captioning Challenge,,TPAMI,2016,"<a href=""https://arxiv.org/abs/1609.06647"" target=""_blank"">1609.06647</a>","<a href=""https://github.com/tensorflow/models/tree/master/research/im2txt"" target=""_blank"">research</a>",2025-05-30
Generative Adversarial Text to Image Synthesis,,ICML,2016,"<a href=""https://arxiv.org/abs/1605.05396"" target=""_blank"">1605.05396</a>",,2025-05-30
Hollywood in Homes: Crowdsourcing Data Collection for Activity Understanding,,ECCV,2016,"<a href=""https://arxiv.org/abs/1604.01753"" target=""_blank"">1604.01753</a>","<a href=""https://allenai.org/plato/charades/"" target=""_blank"">/plato/charades/</a>",2025-05-30
